"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00205450","1984-08-01","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0",",,0","  294",",,0","  189",",,0",,,,,"  233",",,0",,,,,,,,,,
"USC00205450","1984-08-02","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   25",",,0","    0","P,,0","    0","P,,0","  311",",,0","  200",",,0",,,,,"  239",",,0",,,,,,,,,,
"USC00205450","1984-08-03","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  191",",,0","    0","P,,0","    0","P,,0","  250",",,0","  211",",,0",,,,,"  222",",,0",,,,,,,,,,
"USC00205450","1984-08-04","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   13",",,0","    0","P,,0","    0","P,,0","  261",",,0","  200",",,0",,,,,"  200",",,0","    1",",,0",,,,,,,,
"USC00205450","1984-08-05","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  306",",,0","  189",",,0",,,,,"  239",",,0","    1",",,0",,,,,,,,
"USC00205450","1984-08-06","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   13",",,0","    0","P,,0","    0","P,,0","  322",",,0","  222",",,0",,,,,"  278",",,0",,,,,,,,,,
"USC00205450","1984-08-07","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   38",",,0","    0","P,,0","    0","P,,0","  344",",,0","  222",",,0",,,,,"  244",",,0","    1",",,0",,,,,,,,
"USC00205450","1984-08-08","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  356",",,0","    0","P,,0","    0","P,,0","  311",",,0","  233",",,0",,,,,"  233",",,0",,,"    1",",,0",,,,,,
"USC00205450","1984-08-09","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,"  256",",,0",,,"    1",",,0",,,,,,
"USC00205450","1984-08-10","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  306",",,0","  217",",,0",,,,,"  217",",,0",,,"    1",",,0",,,,,,
"USC00205450","1984-08-11","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  272",",,0","  172",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-08-12","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  272",",,0","  161",",,0",,,,,"  189",",,0","    1",",,0",,,,,,,,
"USC00205450","1984-08-13","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  289",",,0","  167",",,0",,,,,"  239",",,0",,,,,,,,,,
"USC00205450","1984-08-14","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  311",",,0","  178",",,0",,,,,"  194",",,0",,,,,,,,,,
"USC00205450","1984-08-15","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  306",",,0","  161",",,0",,,,,"  228",",,0",,,,,,,,,,
"USC00205450","1984-08-16","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  311",",,0","  189",",,0",,,,,"  222",",,0",,,,,,,,,,
"USC00205450","1984-08-17","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  278",",,0","  200",",,0",,,,,"  217",",,0","    1",",,0",,,,,,,,
"USC00205450","1984-08-18","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  289",",,0","  194",",,0",,,,,"  200",",,0",,,,,,,,,,
"USC00205450","1984-08-19","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  261",",,0","  150",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-08-20","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  256",",,0","  106",",,0",,,,,"  189",",,0",,,,,,,,,,
"USC00205450","1984-08-21","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  278",",,0","  139",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-08-22","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  289",",,0","  200",",,0",,,,,"  200",",,0",,,,,,,,,,
"USC00205450","1984-08-23","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  211",",,0","  128",",,0",,,,,"  128",",,0",,,,,,,,,,
"USC00205450","1984-08-24","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  261",",,0","  100",",,0",,,,,"  178",",,0",,,,,,,,,,
"USC00205450","1984-08-25","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  278",",,0","  100",",,0",,,,,"  183",",,0",,,,,,,,,,
"USC00205450","1984-08-26","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  289",",,0","  122",",,0",,,,,"  222",",,0",,,,,,,,,,
"USC00205450","1984-08-27","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  300",",,0","  183",",,0",,,,,"  256",",,0",,,,,,,,,,
"USC00205450","1984-08-28","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  289",",,0","  217",",,0",,,,,"  250",",,0",,,,,,,,,,
"USC00205450","1984-08-29","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  311",",,0","  222",",,0",,,,,"  272",",,0",,,,,,,,,,
"USC00205450","1984-08-30","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  102",",,0","    0","P,,0","    0","P,,0","  278",",,0","  167",",,0",,,,,"  167",",,0",,,"    1",",,0",,,,,,
"USC00205450","1984-08-31","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  250",",,0","  128",",,0",,,,,"  194",",,0",,,,,,,,,,
"USC00205450","1984-09-01","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0",",,0","  233",",,0","  122",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-09-02","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  306",",,0","  139",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-09-03","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   84",",,0","    0","P,,0","    0","P,,0","  233",",,0","  167",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-09-04","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  200",",,0","   67",",,0",,,,,"  178",",,0",,,,,,,,,,
"USC00205450","1984-09-05","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  206",",,0","   39",",,0",,,,,"  183",",,0",,,,,,,,,,
"USC00205450","1984-09-06","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  211",",,0","   17",",,0",,,,,"  189",",,0",,,,,,,,,,
"USC00205450","1984-09-07","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   38",",,0","    0","P,,0","    0","P,,0","  211",",,0","   89",",,0",,,,,"  194",",,0",,,,,,,,,,
"USC00205450","1984-09-08","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  261",",,0","  144",",,0",,,,,"  189",",,0",,,,,,,,,,
"USC00205450","1984-09-09","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  165",",,0","    0","P,,0","    0","P,,0","  189",",,0","  150",",,0",,,,,"  178",",,0",,,,,,,,,,
"USC00205450","1984-09-10","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   43",",,0","    0","P,,0","    0","P,,0","  256",",,0","  144",",,0",,,,,"  206",",,0",,,,,,,,,,
"USC00205450","1984-09-11","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   58",",,0","    0","P,,0","    0","P,,0","  256",",,0","  172",",,0",,,,,"  222",",,0",,,,,,,,,,
"USC00205450","1984-09-12","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  233",",,0","  111",",,0",,,,,"  206",",,0",,,,,,,,,,
"USC00205450","1984-09-13","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   51",",,0","    0","P,,0","    0","P,,0","  267",",,0","  122",",,0",,,,,"  206",",,0",,,,,,,,,,
"USC00205450","1984-09-14","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    5",",,0","    0","P,,0","    0","P,,0","  206",",,0","  106",",,0",,,,,"  161",",,0",,,,,,,,,,
"USC00205450","1984-09-15","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  172",",,0","   89",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-09-16","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  178",",,0","   11",",,0",,,,,"  172",",,0",,,,,,,,,,
"USC00205450","1984-09-17","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  194",",,0","   11",",,0",,,,,"  178",",,0",,,,,,,,,,
"USC00205450","1984-09-18","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  217",",,0","   17",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-09-19","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  283",",,0","   78",",,0",,,,,"  278",",,0",,,,,,,,,,
"USC00205450","1984-09-20","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  278",",,0","  133",",,0",,,,,"  211",",,0",,,,,,,,,,
"USC00205450","1984-09-21","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  222",",,0","   72",",,0",,,,,"  206",",,0",,,,,,,,,,
"USC00205450","1984-09-22","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  306",",,0","  100",",,0",,,,,"  239",",,0",,,,,,,,,,
"USC00205450","1984-09-23","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   30",",,0","    0","P,,0","    0","P,,0","  239",",,0","  167",",,0",,,,,"  189",",,0",,,,,,,,,,
"USC00205450","1984-09-24","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  267",",,0","  183",",,0",,,,,"  233",",,0",,,,,,,,,,
"USC00205450","1984-09-25","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   56",",,0","    0","P,,0","    0","P,,0","  250",",,0","  194",",,0",,,,,"  206",",,0",,,,,,,,,,
"USC00205450","1984-09-26","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  180",",,0","    0","P,,0","    0","P,,0","  211",",,0","   50",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00205450","1984-09-27","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  133",",,0","   33",",,0",,,,,"   94",",,0",,,,,,,,,,
"USC00205450","1984-09-28","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   20",",,0","    0","P,,0","    0","P,,0","  139",",,0","   72",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00205450","1984-09-29","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  139",",,0","   56",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00205450","1984-09-30","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  156",",,0","   22",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00205450","1984-10-01","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0",",,0","  167",",,0","   17",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-10-02","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  200",",,0","  -17",",,0",,,,,"  161",",,0",,,,,,,,,,
"USC00205450","1984-10-03","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  222",",,0","  100",",,0",,,,,"  194",",,0",,,,,,,,,,
"USC00205450","1984-10-04","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  194",",,0","   -6",",,0",,,,,"  133",",,0",,,,,,,,,,
"USC00205450","1984-10-05","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  194",",,0","   17",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-10-06","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  217",",,0","   56",",,0",,,,,"  200",",,0",,,,,,,,,,
"USC00205450","1984-10-07","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   71",",,0","    0","P,,0","    0","P,,0","  206",",,0","  139",",,0",,,,,"  156",",,0",,,,,,,,,,
"USC00205450","1984-10-08","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   76",",,0","    0","P,,0","    0","P,,0","  211",",,0","  144",",,0",,,,,"  183",",,0",,,,,,,,,,
"USC00205450","1984-10-09","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  183",",,0","  133",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-10-10","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  189",",,0","  133",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-10-11","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  167",",,0","   44",",,0",,,,,"  156",",,0",,,,,,,,,,
"USC00205450","1984-10-12","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  194",",,0","   67",",,0",,,,,"  161",",,0",,,,,,,,,,
"USC00205450","1984-10-13","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  172",",,0","   72",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-10-14","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  167",",,0","  128",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-10-15","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   86",",,0","    0","P,,0","    0","P,,0","  194",",,0","  139",",,0",,,,,"  156",",,0",,,,,,,,,,
"USC00205450","1984-10-16","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    8",",,0","    0","P,,0","    0","P,,0","  233",",,0","  139",",,0",,,,,"  222",",,0",,,,,,,,,,
"USC00205450","1984-10-17","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  222",",,0","  139",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-10-18","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  172",",,0","   28",",,0",,,,,"  133",",,0",,,,,,,,,,
"USC00205450","1984-10-19","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   10",",,0","    0","P,,0","    0","P,,0","  211",",,0","  117",",,0",,,,,"  161",",,0",,,,,,,,,,
"USC00205450","1984-10-20","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","  161",",,0","    6",",,0",,,,,"   94",",,0",,,,,,,,,,
"USC00205450","1984-10-21","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  140",",,0","    0","P,,0","    0","P,,0","  189",",,0","   78",",,0",,,,,"  122",",,0",,,,,,,,,,
"USC00205450","1984-10-22","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  133",",,0","   39",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00205450","1984-10-23","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  139",",,0","   -6",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00205450","1984-10-24","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  133",",,0","   -6",",,0",,,,,"  111",",,0",,,,,,,,,,
"USC00205450","1984-10-25","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  128",",,0","   -6",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00205450","1984-10-26","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   15",",,0","    0","P,,0","    0","P,,0","  183",",,0","  106",",,0",,,,,"  156",",,0",,,,,,,,,,
"USC00205450","1984-10-27","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  244",",,0","  122",",,0",,,,,"  233",",,0",,,,,,,,,,
"USC00205450","1984-10-28","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  233",",,0","  144",",,0",,,,,"  144",",,0",,,,,,,,,,
"USC00205450","1984-10-29","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  144",",,0","   44",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00205450","1984-10-30","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  167",",,0","   -6",",,0",,,,,"  150",",,0",,,,,,,,,,
"USC00205450","1984-10-31","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  150",",,0","   22",",,0",,,,,"  106",",,0",,,,,,,,,,
"USC00205450","1984-11-01","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   66",",,0",,,"    0",",,0","  194",",,0","   22",",,0",,,,,"  156",",,0",,,,,,,,,,
"USC00205450","1984-11-02","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  156",",,0","  -28",",,0",,,,,"  -22",",,0",,,,,,,,,,
"USC00205450","1984-11-03","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   83",",,0","  -61",",,0",,,,,"   50",",,0",,,,,,,,,,
"USC00205450","1984-11-04","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   36",",,0",,,"    0","P,,0","  150",",,0","   17",",,0",,,,,"  139",",,0",,,,,,,,,,
"USC00205450","1984-11-05","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0",,,"    0","P,,0","  139",",,0","   44",",,0",,,,,"   56",",,0",,,,,,,,,,
"USC00205450","1984-11-06","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   83",",,0","    6",",,0",,,,,"   11",",,0",,,,,,,,,,
"USC00205450","1984-11-07","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  111",",,0","  -72",",,0",,,,,"   67",",,0",,,,,,,,,,
"USC00205450","1984-11-08","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  133",",,0","   28",",,0",,,,,"   94",",,0",,,,,,,,,,
"USC00205450","1984-11-09","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   58",",,0",,,"    0","P,,0","  100",",,0","   83",",,0",,,,,"   94",",,0",,,,,,,,,,
"USC00205450","1984-11-10","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   25",",,0",,,"    0","P,,0","  128",",,0","   94",",,0",,,,,"  117",",,0",,,,,,,,,,
"USC00205450","1984-11-11","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","  356",",,0",,,"  102",",,0","  117",",,0","  -17",",,0",,,,,"  -17",",,0",,,,,,,,,,
"USC00205450","1984-11-12","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","T,,0","   17",",,0","  -67",",,0",,,,,"  -39",",,0",,,,,,,,,,
"USC00205450","1984-11-13","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0",",,0","   50",",,0","  -83",",,0",,,,,"  -11",",,0",,,,,,,,,,
"USC00205450","1984-11-14","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   67",",,0","  -89",",,0",,,,,"   56",",,0",,,,,,,,,,
"USC00205450","1984-11-15","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0",,,"    0","P,,0","  122",",,0","   44",",,0",,,,,"   67",",,0",,,,,,,,,,
"USC00205450","1984-11-16","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","T,,0","   67",",,0","  -11",",,0",,,,,"    0",",,0",,,,,,,,,,
"USC00205450","1984-11-17","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0",",,0","   67",",,0","  -39",",,0",,,,,"   39",",,0",,,,,,,,,,
"USC00205450","1984-11-18","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   56",",,0","   -6",",,0",,,,,"   28",",,0",,,,,,,,,,
"USC00205450","1984-11-19","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   28",",,0","  -44",",,0",,,,,"  -17",",,0",,,,,,,,,,
"USC00205450","1984-11-20","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   11",",,0"," -100",",,0",,,,,"  -17",",,0",,,,,,,,,,
"USC00205450","1984-11-21","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","    6",",,0","  -61",",,0",,,,,"  -28",",,0",,,,,,,,,,
"USC00205450","1984-11-22","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   28",",,0"," -117",",,0",,,,,"    0",",,0",,,,,,,,,,
"USC00205450","1984-11-23","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   56",",,0","  -28",",,0",,,,,"    6",",,0",,,,,,,,,,
"USC00205450","1984-11-24","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  100",",,0","  -50",",,0",,,,,"   83",",,0",,,,,,,,,,
"USC00205450","1984-11-25","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  122",",,0","  -61",",,0",,,,,"   50",",,0",,,,,,,,,,
"USC00205450","1984-11-26","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","  172",",,0","  -28",",,0",,,,,"  133",",,0",,,,,,,,,,
"USC00205450","1984-11-27","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0",,,"    0","P,,0","  172",",,0","   61",",,0",,,,,"  167",",,0",,,,,,,,,,
"USC00205450","1984-11-28","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","   84",",,0",,,"    0","P,,0","  178",",,0","    0",",,0",,,,,"    6",",,0",,,,,,,,,,
"USC00205450","1984-11-29","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US",,,,,"    0","P,,0","   83",",,0","    0",",,0",,,,,"   44",",,0",,,,,,,,,,
"USC00205450","1984-11-30","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0",,,"    0","P,,0","   67",",,0","   22",",,0",,,,,"   50",",,0",,,,,,,,,,
"USC00205450","1984-12-01","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0",",,0","   50",",,0","    6",",,0",,,,,"   11",",,0",,,,,,,,,,
"USC00205450","1984-12-02","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","   61",",,0","  -44",",,0",,,,,"   44",",,0",,,,,,,,,,
"USC00205450","1984-12-03","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","T,,0","    0","P,,0","    0","P,,0","   56",",,0","  -28",",,0",,,,,"  -28",",,0",,,,,,,,,,
"USC00205450","1984-12-04","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  -17",",,0","  -56",",,0",,,,,"  -44",",,0",,,,,,,,,,
"USC00205450","1984-12-05","42.06639","-83.61861","204.2","MILAN 4 ESE, MI US","    0","P,,0","    0","P,,0","    0","P,,0","  -39",",,0"," -139",",,0",,,,,"  -50",",,0",,,,,,,,,,
