"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00203712","1994-04-01","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-02","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-03","42.4344","-83.9858","271.3","HELL, MI US","    3",",,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-04","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-05","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-06","42.4344","-83.9858","271.3","HELL, MI US","   94",",,6,","   94",",,6","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-07","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-08","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-09","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-11","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-12","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-13","42.4344","-83.9858","271.3","HELL, MI US","  208",",,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-14","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-15","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-17","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-18","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-19","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-20","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-21","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-22","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-23","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-24","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-25","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-26","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-27","42.4344","-83.9858","271.3","HELL, MI US","  213",",,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-28","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-29","42.4344","-83.9858","271.3","HELL, MI US","  142",",,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-04-30","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-01","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-02","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-03","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-04","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-05","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-06","42.4344","-83.9858","271.3","HELL, MI US","   81",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-07","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-08","42.4344","-83.9858","271.3","HELL, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-09","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-11","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-12","42.4344","-83.9858","271.3","HELL, MI US","   23",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-13","42.4344","-83.9858","271.3","HELL, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-14","42.4344","-83.9858","271.3","HELL, MI US","  244",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-15","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-17","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-18","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-19","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-20","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-21","42.4344","-83.9858","271.3","HELL, MI US","  132",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-22","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-23","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-24","42.4344","-83.9858","271.3","HELL, MI US","  254",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-25","42.4344","-83.9858","271.3","HELL, MI US","  102",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-26","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-27","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-28","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-29","42.4344","-83.9858","271.3","HELL, MI US","   86",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-06-30","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-01","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-02","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-03","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-04","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-05","42.4344","-83.9858","271.3","HELL, MI US","  262",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-06","42.4344","-83.9858","271.3","HELL, MI US","   30",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-07","42.4344","-83.9858","271.3","HELL, MI US","   86",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-08","42.4344","-83.9858","271.3","HELL, MI US","   36",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-09","42.4344","-83.9858","271.3","HELL, MI US","   13",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-10","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-11","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-12","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-13","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-14","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-15","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-16","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-17","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-18","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-19","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-20","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-21","42.4344","-83.9858","271.3","HELL, MI US","   91",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-22","42.4344","-83.9858","271.3","HELL, MI US","   61",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-23","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-24","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-25","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-26","42.4344","-83.9858","271.3","HELL, MI US","   23",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-27","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-28","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-29","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-30","42.4344","-83.9858","271.3","HELL, MI US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-07-31","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-01","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-02","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-03","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-04","42.4344","-83.9858","271.3","HELL, MI US","   79",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-05","42.4344","-83.9858","271.3","HELL, MI US","  140",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00203712","1994-08-06","42.4344","-83.9858","271.3","HELL, MI US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
